word,tag
"RL 2005, nr. 4 559",abbr
(Tehn.),usg
Reducere a adaptării sau integrării unui subsistem la sistemul din care face parte.,RegDef
— PL.: disfuncţii,form
— Din germ. Dysfunktion,form
— Din fr. dysfonction,form
"DISFUNCȚIONAL, -Ă",orth
adj.,gramGrp
adj.,MorfDef
Care se referă la disfuncţie.,RegDef
— Pronunţat: -fi-o-,form
"— PL.: disfuncționali, -e",form
— Disfuncţie + suf. -onal. Cf. engl.dysfunctional,form
DISFUNCȚIONALITĂTE,orth
s. f.,gramGrp
s. f.,MorfDef
Lipsă de funcţionalitate.,RegDef
Timpul istoric nu duce automat ... la rezolvarea disfuncționalităților ... acumulate într-un stadiu sau altul al mişcării sociale.,quote
"ROMÂNIA LITERARĂ, 1979, nr. 11, 19",abbr
O altă disfuncționalitate. îi priveşte pe acționarii pentru care s-ar plăti contribuţii de sănătate din valoarea dividendelor.,quote
"RL 2006, nr. 4 805.",abbr
— Pronunţat: -ţi-o-,form
— PL.: disfuncționalități,form
— Disfuncţional + suf. -izare,form
DISFUNDA,orth
vb. I,gramGrp
vb. I,MorfDef
v. desfunda,RegDef
DISFUNDĂTURĂ,orth
s. f.,gramGrp
s. f.,MorfDef
v. desfundătură,RegDef
DISGENEZIE,orth
s. f.,gramGrp
s. f.,MorfDef
(Med.),usg
Displazie.,RegDef
— PL.: disgenezii,form
— Din fr. dysgânssie,form
DISGEUZIE,orth
s. f.,gramGrp
s. f.,MorfDef
(Med.),usg
Alterare a simțului gustativ.,RegDef
— PL.: disgeuzii,form
— Din fr. dysg6usie,form
DISGLOBULINEMIE,orth
s. f.,gramGrp
s. f.,MorfDef
(Med.),usg
Disproteinemie.,RegDef
— PL.: disglobulinemii,form
— Din fr. dysglobulinemie,form
DISGRAFIE,orth
s. f.,gramGrp
s. f.,MorfDef
(Med.),usg
"Tulburare manifestată prin dificultatea de a scrie corect, caracterizată prin inversiuni şi deformări de litere şi substituiri de cuvinte.",RegDef
— PL.: disgrafii,form
— Din fr. dysgraphie,form
DISGRAVIDIE,orth
s. f.,gramGrp
s. f.,MorfDef
(Med.),usg
Totalitatea manifestărilor patologice apărute în cursul gravidităţii; gestoză.,RegDef
"Disgravidiile trebuie tratate de la început, iar femeia trebuie să respecte regimul alimentar lipsit de sare, prescris de medic.",quote
ABC SĂN. 319,abbr
— PL.: disgravidii,form
— Pref. dis- + gravidie,form
DISHIDROZĂ,orth
s. f.,gramGrp
s. f.,MorfDef
"Afecţiune cutanată, dureroasă, caracterizată printr-o erupție cu vezicule pe mâini şi pe picioare.",RegDef
ECLUZA,orth
"vb. I,",gramGrp
intranz.,usg
vb. I,MorfDef
(Despre nave),usg
A trece printr-o ecluză (1),RegDef
Tranz.,usg
"Cf. DEX, DNS",bibl
ECLUZARE,orth
s. f.,gramGrp
s. f.,MorfDef
Acţiunea de a ecluza (2) şi rezultatul ei.,RegDef
— PL.: ecluzări,form
— V. ecluza,form
ECLUZĂ,orth
s. f.,gramGrp
s. f.,MorfDef
"(Învechit) Stăvilar (1); (sens curent) construcție hidrotehnică specială, executată pe traseul unei căi navigabile, care permite trecerea navelor dintr-o porţiune a traseului cu nivel de apă mai ridicat în altă porţiune cu nivel de apă mai scăzut şi invers.",RegDef
S-au închis ecluzile (stavilile).,quote
"LIICEANU, J. 77",abbr
"Unul din trei bărbați ... are probleme de disfuncție erectilă, se arată în cel mai complex studiu privind sexualitatea populației active din România. RL 2006, nr. 4879.",quote
"RL 2006, nr. 4879",bibl
Fig.,usg
"Și aici apar disfuncţii. SCÂNTEIA, 1975, nr. 10 347.",quote
"SCÂNTEIA, 1975, nr. 10 347",abbr
"Anomalie în funcționarea unei structuri sociale administrative, a unui proces etc.Cf. DN%, DEX?.",RegDef
Este interesantă reacția pieței la aiurelile şi disfuncțiile procesului electoral.,quote
"RL 2004, nr. 4 487",abbr
"Exprimările confuze sau incomplete utilizate în textul actelor normative au creat disfuncții în privința aplicării dispozițiilor legale în domeniul culturii. RL 2005, nr. 4 559.",quote
"RL 2005, nr. 4 559",abbr
(Tehn.),usg
Reducere a adaptării sau integrării unui subsistem la sistemul din care face parte. Cf. DEX?,RegDef
— PL.: disfuncţii,form
— Din germ. Dysfunktion,form
— Din fr. dysfonction,form
"ECLUZIST, -Ă",orth
s. m. si f.,gramGrp
s. m. si f.,MorfDef
Persoană care lucrează la ecluză; ecluzier (2).,RegDef
"— PL.: ecluzişti, -ste",form
— Ecluză + suf. -ist,form
ECLUZIUNE,orth
s. f.,gramGrp
s. f. v.,MorfDef
ecloziune,RegDef
ECMECCI-BAȘA,orth
s. m.,gramGrp
s. m.,MorfDef
(Turcism) Şeful slujitorilor de la cuptoarele domneşti. Erau puşi sub ordinul ispravnicilor de curte şi al lui ecmecci-başa.,RegDef
— Din tc. ekmekçi başy,form
ECMNEZIE,orth
s. f.,gramGrp
s. f.,MorfDef
"Formă de amnezie, care constă în pierderea amintirii evenimentelor recente şi tr? jea în prezent a unor evenimente dintr-o perioadă de viaţă îndepărtată în timp.",RegDef
— Din fr. ecmnésie,form
ECO,orth
"s. n. şi, rar, f.",gramGrp
"s. n. şi, rar, f.",MorfDef
v. ecou,RegDef
ECOANSON,orth
s. n.,gramGrp
s. n.,MorfDef
(Arhit.),usg
"Ornament triunghiular cuprins 
					între două arcade tangente, legate la înălțime de 
					un brâu orizontal: piatră care formează colțul 
					ambrazurii unei ferestre sau a unei uşi.",RegDef
— Pronunţat: -co-an-,form
— PL.: ecoansoane,form
— Din fr. ecmnésie,form
ECOCARDIOGRAF,orth
s. n.,gramGrp
s. n.,MorfDef
(Med.),usg
Aparat folosit pentru examinarea inimii cu ultrasunete.,RegDef
— Pronunţat: -di-o-,form
— PL.:?,form
— Din  engl. echocardiograph,form
ECOCARDIOGRAFIE,orth
s. f.,gramGrp
s. f.,MorfDef
(Med.),usg
Aplicare a ecogratiei la examinarea şi diagnosticarea bolilor inimii.,RegDef
— Pronunţat: -di-o-,form
— PL.: ecocardiografii,form
— Din fr. echocardiographie,form
— Din  engl. echocardiography,form
ECOCARDIOGRAMĂ,orth
s. f.,gramGrp
s. f.,MorfDef
(Med.),usg
Ecogramă a inimii.,RegDef
— Pronunţat: -di-o-,form
— PL.: ecocardiograme,form
— Din fr. echocardiogramme,form
— Din  engl. echocardiogram,form
ECOCINEMATOGRAFIE,orth
s. f.,gramGrp
s. f.,MorfDef
Cinematografie care produce filme cu subiect ecologic.,RegDef
— PL.: ecocinematograţii,form
— Din engl. eco-cinematography,form
ECOENCEFALOGRAFIE,orth
s. f.,gramGrp
s. f.,MorfDef
(Med.),usg
Metodă de diagnosticare a proceselor patologice intracraniene cu ajutorul ultrasunetelor.,RegDef
— PL.: ecoencefalografii,form
— Din engl. echoencephalography,form
ECOENCEFALOGRÂMĂ,orth
s. f.,gramGrp
s. f.,MorfDef
(Med.),usg
"Înregistrare a unui proces patologic intracranian, obținută prin ecoencefalogratie.",RegDef
— PL.: ecoencefalograme,form
— Din engl. echoencephalogram,form
ECOFEEDBACK,orth
s. n.,gramGrp
s. n.,MorfDef
(Biol.),usg
Retroacţiune ecologică având rolul de a menţine stabilitatea ecosistemelor naturale faţă de diversele influenţe din mediul ambiant.,RegDef
— Pronunţat: -/idbec,form
— Din engl. ecofeedback,form
ECOFILM,orth
s. n.,gramGrp
s. n.,MorfDef
Film cu subiect ecologic.,RegDef
— PL.: ecofilme,form
— Din engl. ecofilm,form
"ECOFIZIOLOGIC, -Ă",orth
adj.,gramGrp
adj.,MorfDef
"Care aparține ecofiziologiei, referitor la ecofiziologie.",RegDef
— Pronunţat: -zi-o,form
"— PL.: ecofiziologici, -ce",form
— Din engl. ecophysiological.,form
ECOFIZIOLOGIE,orth
s. f.,gramGrp
s. f.,MorfDef
Ramură a ecologiei care studiază din punct de vedere fiziologic grupe de organisme în corelaţie cu mediul lor natural.,RegDef
ECVID,orth
s. n.,gramGrp
s. n.,MorfDef
v. ecvideu,RegDef
ECVIDEU,orth
s. n.,gramGrp
s. n.,MorfDef
"(La pl.) Familie de mamifere imparicopitate, care cuprinde animale erbivore, nerumegătoare, unicopitate, fără vezică biliară; (Şi la sg.) animal care face parte din această familie. Din ecvidee fac parte calul, măgarul, zebra. DER, cf. M. D. ENC., DEX, DN, D. ENC., NDN.",RegDef
— PL.: ecvidee,form
"— Şi: ecvid (pl. ecvide) s. n. M.D. ENC., DN3, D. ENC., NDN",form
— Din engl. équidés,form
ECVIDIFERENȚĂ,orth
s. f.,gramGrp
s. f.,MorfDef
v. echidiferență,RegDef
ECVILATER,orth
s. n.,gramGrp
s. n.,MorfDef
v. echilater,RegDef
"ECVILATERAL, -Ă",orth
adj.,gramGrp
adj.,MorfDef
v. echilateral,RegDef
"ECVILIBRAL, -Ă",orth
adj.,gramGrp
adj.,MorfDef
v. echilibral,RegDef
ECVILIBRIE,orth
s. f.,gramGrp
s. f.,MorfDef
v. echilibru,RegDef
"ECVILIBRIST, -Ă",orth
s.f. şi f.,gramGrp
s.f. şi f.,MorfDef
v. echilibrist,RegDef
ECVILIBRIU,orth
s. n.,gramGrp
s. n.,MorfDef
v. echilibru,RegDef
ECVILIBRU,orth
s. n.,gramGrp
s. n.,MorfDef
v. echilibru,RegDef
ECVINISM,orth
s. n.,gramGrp
s. n.,MorfDef
v. echinism,RegDef
"ECVINOCȚIAL, -Ă",orth
adj.,gramGrp
adj.,MorfDef
v. echinocţial,RegDef
ECVINOCȚIE,orth
s. f.,gramGrp
s. f.,MorfDef
v. echinocţiu,RegDef
ECVINOPŢ,orth
s. n.,gramGrp
s. n.,MorfDef
v. echinocţiu,RegDef
"ECVINOPȚIAL, -Ă",orth
adj.,gramGrp
adj.,MorfDef
v. echinocţial,RegDef
ECVINOPȚIE,orth
s. f.,gramGrp
s. f.,MorfDef
v. echinocţiu,RegDef
"ECVINOXIAL, -Ă",orth
adj.,gramGrp
adj.,MorfDef
v. echinocţial,RegDef
ECVINOXIU,orth
s. n.,gramGrp
s. n.,MorfDef
v. echinocţiu,RegDef
ECVIPAJ,orth
s. n.,gramGrp
s. n.,MorfDef
v. echipaj,RegDef
ECVIPAGE,orth
s. f.,gramGrp
s. f.,MorfDef
v. echipaj,RegDef
ECVIPAJĂ,orth
s. f.,gramGrp
s. f.,MorfDef
v. echipaj,RegDef
ECVIPAJIE,orth
s. f.,gramGrp
s. f.,MorfDef
v. echipaj,RegDef
ECVISETACEE,orth
s. f.,gramGrp
s. f.,MorfDef
"(La pl.) Familie de plante erbacee criptogame vasculare, cu un singur gen în flora actuală, cu frunzele foarte mici, solzoase, concrescute într-o teacă în jurul nodurilor, care se înmulțesc prin spori (Equisetum); (Şi la sg.) plantă care face parte din această familie.",RegDef
Plantele din familia ecvisetacee au epiderma tulpinii impregnată cu siliciu.,quote
DER,abbr
— Scris şi: equisetacee. DN?,form
"— Şi: ecvizetacee s. f. DER, M. D. ENC",form
— Din engl. équisétacées,form
ECVITATE,orth
s. f.,gramGrp
s. f.,MorfDef
v. echitate,RegDef
ECVITAȚIE,orth
s. f.,gramGrp
s. f.,MorfDef
v. echitație,RegDef
ECVIVALA,orth
vb. I,gramGrp
vb. I,MorfDef
v. echivala,RegDef
"ECVIVALENT, -Ă",orth
"adj., s. n.",gramGrp
"adj., s.n.",MorfDef
v. echivalent,RegDef
"ECVIVOC, -Ă",orth
"adj., s. n.",gramGrp
"adj., s.n.",MorfDef
v. echivoc,RegDef
ECVIZETACEE,orth
s. f.,gramGrp
s. f.,MorfDef
v. ecvisetacee,RegDef
"ECZACT, -Ă",orth
adj.,gramGrp
adj.,MorfDef
v. exact,RegDef
ECZACTEŢĂ,orth
s. f.,gramGrp
s. f.,MorfDef
v. exacteță,RegDef
ECZACTITATE,orth
s. f.,gramGrp
s. f.,MorfDef
v. exactitate,RegDef
ECZALTARE,orth
s. f.,gramGrp
s. f.,MorfDef
v. exaltare,RegDef
ECZALTAȚIE,orth
s. f.,gramGrp
s. f.,MorfDef
v. exaltaţie,RegDef
ECZAMEN,orth
s. n.,gramGrp
s. n.,MorfDef
v. examen,RegDef
ECZAMINA,orth
vb. I,gramGrp
vb. I,MorfDef
v. examina,RegDef
ECZAMPLAR,orth
s. n.,gramGrp
s. n.,MorfDef
v. exemplar,RegDef
ECZARH,orth
s. m.,gramGrp
s. m.,MorfDef
v. exarh,RegDef
ECZARHIE,orth
s. f.,gramGrp
s. f.,MorfDef
v. exarhie,RegDef
ECZECUTARISA,orth
vb. IV,gramGrp
vb. IV,MorfDef
v. executarisi,RegDef
ECZECUTARISIRE,orth
s. f.,gramGrp
s. f.,MorfDef
v. executarisire,RegDef
ECZECUTAR,orth
s. m.,gramGrp
s. m.,MorfDef
v. executor,RegDef
"ECZECUTIV, -Ă",orth
adj.,gramGrp
adj.,MorfDef
v. executiv,RegDef
"ECZECUTOR, -OÂRE",orth
s. m. şi f.,gramGrp
s. m. şi f.,MorfDef
v. executor,RegDef
"ECZECUTORIU, -OÂRE",orth
s. m. şi f.,gramGrp
s. m. şi f.,MorfDef
v. executor,RegDef
ECZEMATIDĂ,orth
s. f.,gramGrp
s. f.,MorfDef
"Afecţiune cutanată asemănătoare cu eczema, care apare în aceleaşi condiţii, dar distingându-se prin absenţa veziculelor.",RegDef
— PL.: eczematide,form
— Din engl. Din fr. eczématide,form
ELECTRIZI,orth
vb. IV,gramGrp
vb. IV,MorfDef
v. electriza,RegDef
ELECTRIZITATE,orth
s. f.,gramGrp
s. f.,MorfDef
v. electricitate,RegDef
ELECTRIZM,orth
s. n.,gramGrp
s. n.,MorfDef
v. electrism,RegDef
ELECTRIZMOS,orth
subst.,gramGrp
subst.,MorfDef
v. electrism,RegDef
ELECTRIZUI,orth
vb. IV,gramGrp
vb. IV,MorfDef
v. electriza,RegDef
ELECTRO-,orth
UNKNOWN,gramGrp
UNKNOWN,MorfDef
"Element de compunere care înseamnă „electric”, „bazat pe electricitate” şi care serveşte la formarea unor substantive ca: electrocar, electrocăldură, electrodinam,electrofotografie şi a unor adjective ca:electrocasnic,electroconductor.",RegDef
— Din fr. electr(o)-,form
— Din germ. elektr(0)-,form
ELECTROACUPUNCTURĂ,orth
s. f.,gramGrp
s. f.,MorfDef
Electropunctură,RegDef
— Pronunţat: -tro-a-,form
— PL.: electroacupuncturi,form
— Electro- + acupunctură,form
"ELECTROACUSTICIAN, -Ă",orth
s. m. şi f.,gramGrp
s. m. şi f.,MorfDef
Specialist în electroacustică,RegDef
— Pronunţat: -tro-a-cus-ti-ci-an.,form
"— PL.: electroacusticieni, -e",form
— Din fr. électro-acusticien,form
ELECTROALIMENTARE,orth
s. f.,gramGrp
s. f.,MorfDef
Alimentare cu curent electric,RegDef
— Pronunțat: -tro-a-,form
— PL.: electroalimentări,form
— Electro- + alimentare,form
ELECTROANALIZĂ,orth
s. f.,gramGrp
s. f.,MorfDef
(Chim.),usg
Totalitatea metodelor electrochimice care se folosesc în analiza cantitativă; analiză electrochimică.,RegDef
— Pronunțat: -tro-a-,form
— PL.: electroanalize,form
— Din germ. Elektroanalyse,form
— Din fr. électro-analyse,form
ELECTROANASTOMOZĂ,orth
s. f.,gramGrp
s. f.,MorfDef
"Anastomoză între două segmente ale tubului digestiv, efectuată cu ajutorul unui bisturiu electric",RegDef
— Pronunțat: -tro-a-,form
— PL.: electroanastomoze,form
— Electro- + anastomoză,form
ELECTROANESTEZIE,orth
s. f.,gramGrp
s. f.,MorfDef
(Med.),usg
Anestezie bazată pe folosirea curenților electrici.,RegDef
— Pronunțat: -tro-a-,form
— PL.: electroanestezii,form
— Din fr. électro-anesthésie,form
ELECTROAPARATAJ,orth
s. n.,gramGrp
s. n.,MorfDef
Aparataj electric,RegDef
— Pronunțat: -tro-a-,form
— PL.: electroaparataje,form
— Electro- + aparataj,form
ELECTROAPRINDERE,orth
s. f.,gramGrp
s. f.,MorfDef
Aprindere printr-o scânteie electrică a combustibilului din amestecul carburant aflat în cilindrul unui motor cu ardere internă,RegDef
— Pronunțat: -tro-a-,form
— PL.: electroaprinderi,form
— Electro- + aprindere,form
ELECTROAUTOBUZ,orth
s. n.,gramGrp
s. n.,MorfDef
Autobuz acționat electric; electrobuz.,RegDef
— Pronunțat: -tro-a-u-,form
— PL.: electroautobuze,form
— Electro- + autobuz,form
ELECTROAUTOMOBIL,orth
s. n.,gramGrp
s. n.,MorfDef
Automobil acţionat electric.,RegDef
— Pronunțat: -tro-a-u-,form
— PL.: electroautomobile,form
— Electro- + automobil,form
ELECTROBETON,orth
s. n.,gramGrp
s. n.,MorfDef
Beton armat turnat pe timp friguros şi încălzit electric prin intermediul armăturii lui,RegDef
— Din fr. electrobéton,form
ELECTROBICICLETĂ,orth
s. f.,gramGrp
s. f.,MorfDef
Bicicletă acționată electric,RegDef
— PL.: electrobiciclete,form
— Electro- + bicicletă,form
ELECTROBIOGENEZĂ,orth
s. f.,gramGrp
s. f.,MorfDef
Producere de electricitate (1) în organismele vii.,RegDef
— Pronunţat: -bi-o-,form
— Din fr. électrobiogenèse,form
"ELECTROBIOLOGIC, -Ă",orth
adj.,gramGrp
s. f.,MorfDef
"Care aparţine electrobiologiei, referitor la electrobiologie, de electrobiologie.",RegDef
— Pronunţat: -bi-o-,form
"— PL.: electrobiologici, -ce",form
— Din fr. électrobiologique,form
ELECTROBIOLOGIE,orth
s. f.,gramGrp
s. f.,MorfDef
"Ştiinţă care studiază apariţia şi efectele fenomenelor electrice în organismele vii, în special asupra sistemului ME 05 Şi a contracțiilor musculare",RegDef
— Scris şi: electro-biologie. ENC. ROM.,form
— Pronunţat: -bi-o-,form
— Din fr. électrobiologie,form
ELECTROBIOSCOPIE,orth
s. f.,gramGrp
s. f.,MorfDef
"Metodă de stabilire, cu ajutorul curentului electric, a prezenţei sau absenței vieţii.",RegDef
— Pronunţat: -bi-o-,form
— PL.: electrobioscopii,form
— Din fr. électrobioscopie,form
ELECTROBUR,orth
s. n.,gramGrp
s. n.,MorfDef
"Sapă acționată de un motor electric, folosită în explorările petroliere; electrotrepan",RegDef
— PL.: electrobure,form
— Din fr. électrobur,form
ELECTROBUZ,orth
s. n.,gramGrp
s. n.,MorfDef
"Autovehicul de transport în comun, acționat de un motor electric alimentat de la un acumulator propriu",RegDef
ENDOMETRU,orth
s. n.,gramGrp
s. n.,MorfDef
Mucoasă care căptuşeşte uterul şi a cărei structură variază în funcţie de impregnarea hormonală. Febra puerperală... nu este totdeauna efectul îmbolnăvirii septice a endometrului.,RegDef
— Din fr. endomètre-,form
ENDOMITOZĂ,orth
s. f.,gramGrp
s. f.,MorfDef
Duplicare a cromozomilor fără diviziune nucleară (şi celulară).,RegDef
— PL.: endomitoze-,form
— Din fr. endomitose-,form
"ENDONAZAL, -Ă",orth
adj.,gramGrp
adj.,MorfDef
(Anat.),usg
Care aparține mucoasei nazale.,RegDef
"— PL.: endomazali, -e-",form
— Din fr. endonasal-,form
ENDONEFRITĂ,orth
s. f.,gramGrp
s. f.,MorfDef
(Med.),usg
Inflamaţie a mucoasei bazinetului.,RegDef
— PL.: endonefrite-,form
— Din fr. endonéphrite-,form
ENDOPERICARDITĂ,orth
s. f.,gramGrp
s. f.,MorfDef
(Med.),usg
Inflamaţie a pericardului.,RegDef
— Din fr. endopéricardite-,form
"ENDOPLASMATIC, -Ă",orth
adj.,gramGrp
adj.,MorfDef
(Biol.),usg
"De endoplasmă, referitor la endoplasmă.",RegDef
"— PL.: endoplasmatici, -ce-",form
— Din fr. endoplasmatique-,form
ENDOPLASMĂ,orth
s. f.,gramGrp
s. f.,MorfDef
(Biol.),usg
"De endoplasmă, referitor la endoplasmă.",RegDef
"Endosarcul sau endoplasma, numire ce se dă masei centrale de protoplasmă.",quote
"ENC. ROM. II, 255",abbr
— PL.: endoplasme-,form
— Din fr. endoplasme-,form
ENDORADIOTERAPIE,orth
s. f.,gramGrp
s. f.,MorfDef
(Med.),usg
Radioterapie a organelor profunde ale corpului cu ajutorul unor aparate speciale introduse în cavitățile naturale.,RegDef
— Pronunţat: -di-o--,form
— Din fr. endoradiothérapie-,form
"ENDOREIC, -Ă",orth
adj.,gramGrp
adj.,MorfDef
"(Geogr.; în opoziţie cu exoreic; despre bazine hidrografice, regiuni etc.)",usg
Care nu are legătură cu marea prin ape curgătoare; care este lipsit de scurgere.,RegDef
Regiuni endoreice.,quote
"AGROTEHNICA, 1, 260",abbr
— Pronunţat: -re-ic-,form
"— PL.: endoreici, -ce-",form
— Din fr. endoréique-,form
ENDOREISM,orth
s. n.,gramGrp
s. n.,MorfDef
(În opoziţie cu exoreism),usg
"Caracterul, situaţia a ceea ce este endoreic.",RegDef
— Din fr. endoréisme-,form
ENDOSARC,orth
s. n.,gramGrp
s. n.,MorfDef
(învechit),usg
Endoplasmă,RegDef
— Din fr. endosarque-,form
ENDOSCHELET,orth
s. n.,gramGrp
s. n.,MorfDef
(Zool.),usg
"Schelet intern al anumitor animale nevertebrate (ca sepia, echinodermele)",RegDef
— PL.: endoschelete-,form
— Din germ. Endoskelett-,form
— Din fr. endosquelette-,form
ENDOSCOP,orth
s. n.,gramGrp
s. n.,MorfDef
(Med.),usg
"Instrument utilizat pentru examenul direct al cavităţilor profunde din organism, în scop diagnostic sau terapeutic, prevăzut cu un sistem optic ce permite iluminarea organului investigat.",RegDef
Endoscoapele suni tuburi prevăzute cu un sistem optic şi bec de iluminat.,quote
ABC SĂN. 148,abbr
— PL.: endoscoape-,form
— Din fr. endoscope-,form
"ENDOSCOPIC, -Ă",orth
adj.,gramGrp
adj.,MorfDef
"Care ţine de endoscopie, care se referă la endoscopie.",RegDef
"— PL.: endoscopici, -ce-",form
— Din fr. endoscopique-,form
ENDOSCOPIE,orth
s. f.,gramGrp
s. f.,MorfDef
(Med.),usg
"Metodă de examinare (pe viu) a organelor cavitare sau tubulare inaccesibile pe cale directă, cu ajutorul endoscopului.",RegDef
"Pantostate pentru. galvano- cauterizare, endoscopie.",quote
"NOM. MIN. 1, 164",abbr
— PL.: endoscopii-,form
— Din fr. endoscopie-,form
— Din engl. endoscopy-,form
ENDOSMOMETRU,orth
s. n.,gramGrp
s. n.,MorfDef
Instrument pentru măsurarea intensității fenomenului de endosmoză.,RegDef
— PL.: endosmometre-,form
— Din fr. endosmomèttre-,form
ENDOSMOS,orth
subst.,gramGrp
subst.,MorfDef
v. endosmoză.,RegDef
"ENDOSMOTIC, -Ă",orth
adj.,gramGrp
adj.,MorfDef
"Care ţine de endosmoză, care se referă la endosmoză.",RegDef
"— PL.: endosmotici, -ce.-",form
— Din fr. endosmotique.-,form
ENDOSMOZĂ,orth
s. f.,gramGrp
s. f.,MorfDef
(În opoziţie cu exosmoză),usg
Proces osmotic de trecere a unui fluid printr-o membrană din mediul exterior acesteia spre interior.,RegDef
Fenomeni de endosmos s-au 2095 ----------,quote
"NOM. MIN. 1, 164",abbr
ENTEROBACTER,orth
s. n.,gramGrp
s. n.,MorfDef
v. enterobacterie,RegDef
ENTEROBACTERIE,orth
s. f.,gramGrp
s. f.,MorfDef
"(La pl.) Nume generic dat germenilor saprofiţi care constituie flora intestinală normală a organismului, precum şi germenilor patogeni pentru care intestinul reprezintă poarta de intrare în organism sau mediul propice înmulțirii acestora şi manifestărilor patologice consecutive.",RegDef
Teramicină pentru enterobacterii,quote
ABC SĂN. 91,abbr
— PL.: enterobacterii-,form
— Şi: enterobacter s. n. DN?-,form
— Din fr. entérobactérie-,form
ENTEROBIAZĂ,orth
s. f.,gramGrp
s. f.,MorfDef
(Med.),usg
Oxiuriază,RegDef
— Pronunțat: -bi-a--,form
— Din fr. entérobiase-,form
ENTEROCEL,orth
s. f.,gramGrp
s. f.,MorfDef
(Med.),usg
Oxiuriază,RegDef
— PL: ?-,form
— Din fr. entérocèle-,form
ENTEROCENTEZĂ,orth
s. f.,gramGrp
s. f.,MorfDef
(Med.),usg
"Puncţie a intestinului în cursul unei intervenţii chirurgicale, care se efectuează în scopul evacuării conținutului intestinal.",RegDef
— Din fr. entérocentèse-,form
ENTEROCHINAZĂ,orth
s. f.,gramGrp
s. f.,MorfDef
(Biol.),usg
